product_title,product_variant_title,quantity_sold
SOLIDS,Navy / Big,0
SOLIDS,New Mustard / Big,0
SOLIDS,Mauve / Big,0
SOLIDS,Navy / Little,0
SOLIDS ,Marsala / Big,0
SOLIDS ,Mauve / Piggie Set (2 Mini Bows),0
SOLIDS ,Mustard / Little,0
SOLIDS ,Burgundy / Piggie Set (2 Mini Bows),0
SOLIDS ,Marsala / Little,0
SOLIDS ,Salmon / Little,0
SOLIDS ,Rust red / Little,0
SOLIDS ,Lime/Apple / Little,0
SOLIDS ,Taupe / Big,0
SOLIDS ,Taupe / Little,0
SOLIDS ,Burgundy / Big,0
SOLIDS ,Sage / Little,0
SOLIDS ,Mauve / Little,0
SOLIDS ,Mustard / Big,0
SOLIDS ,Dusty Pink / Big,0
SOLIDS ,Rust red / Big,0
SOLIDS ,Dusty Pink / Little,0
SOLIDS ,Salmon / Big,0
SOLIDS ,Burgundy / Little,0
SOLIDS ,Sage / Big,0
SOLIDS ,Olive / Little,0
SOLIDS ,Mauve / Big,0
SOLIDS ,Gray / Little,0
SOLIDS ,Sage / Piggie Set (2 Mini Bows),0
SOLIDS ,Olive / Big,0
SOLIDS ,Mustard / Piggie Set (2 Mini Bows),0
SPARKLE BRUSH STROKES,LITTLE BOW,0
SPARKLE BRUSH STROKES,PIGGIE SET (2 MINI BOWS),0
SPARKLE BRUSH STROKES,BIG BOW,0
SURPRISE Floral ,Little Bow / Black Nylon,0
SURPRISE Floral ,Little Bow / Nude Nylon,0
SURPRISE Floral ,Big Bow / Clip,0
SW BLACK,PIGGIE SET (2 MINI BOWS),0
SW BLACK,BIG BOW,0
SW BLACK,LITTLE BOW,0
SW WHITE,PIGGIE SET (2 MINI BOWS),0
SW WHITE,BIG BOW,0
SW WHITE,LITTLE BOW,0
Safari print,Piggie Set (2 Mini Bows),0
Safari print,Big Bow,2
Safari print,Little Bow,1
Sage Green,Little Bow,4
Sage Green,Big Bow,2
Sage Stripes & Retro Stripes ,Sage Stripes (TOP BOW) / Big Bow,0
Sage Stripes & Retro Stripes ,Retro Stripes (BOTTOM BOW) / Big Bow,0
Sage Stripes & Retro Stripes ,Retro Stripes (BOTTOM BOW) / Little Bow,0
Sage Stripes & Retro Stripes ,Sage Stripes (TOP BOW) / Piggie Set (2 Mini Bows),0
Sage Stripes & Retro Stripes ,Sage Stripes (TOP BOW) / Little Bow,0
Santa Stripes ,Big Bow,2
Santa’s Raindeer ,Piggie Set (2 Mini Bows),1
Santa’s Raindeer ,Big Bow,2
Sasshole,Big / Nude Nylon,0
Sasshole,Big / Black Nylon,0
Sasshole,Mini / Clip,0
Sasshole,Big / Clip,0
Sasshole,Little / Nude Nylon,0
Sasshole,Little / Clip,0
Sea Shells,Little Bow / Clip,0
Sea Shells,Little Bow / Black Nylon,0
Seafoam Green Plaid,Big Bow,0
Seafoam Green Plaid,Little Bow,0
Secret Garden,Little,0
Secret Garden,Big,0
Shamrock,Headwrap,1
Shamrock,Little Bow,1
Sheer Lace Big Bow,Sheer Black Lace / Harvest Orange,0
Sheer Lace Big Bow,Sheer Ivory Lace / Navy,0
Sheer Lace Big Bow,Sheer Ivory Lace / Burgundy,0
Sheer Lace Big Bow,Sheer Ivory Lace / Teal,0
Sheer Lace Big Bow,Sheer Navy Lace / Pale Pink,0
Sheer Lace Big Bow,Sheer Ivory Lace / Light Olive,0
Sheer Lace Big Bow,Sheer Black Lace / White,0
Sheer Lace Big Bow,Sheer Ivory Lace / Rust,0
Sheer Lace Big Bow,Sheer Ivory Lace / Dusty Blue,0
Sheer Lace Big Bow,Sheer Navy Lace / Mustard,0
Sheer Lace Big Bow,Sheer Black Lace / Stone,0
Sheer Lace Big Bow,Sheer Ivory Lace / Eggplant,0
Sheer Lace Big Bow,Sheer Black Lace / Light Olive,0
Sheer Lace Big Bow,Sheer Ivory Lace / Black,0
Sheer Lace Big Bow,Sheer Black Lace / Leopard,0
Sheer Lace Big Bow,Sheer Ivory Lace / Stone,0
Sheer Lace Big Bow,Sheer Ivory Lace / Dark Olive,0
Sheer Lace Big Bow,Sheer Navy Lace / Mauve,0
Sheer Lace Big Bow,Sheer Ivory Lace / Mustard,0
Sheer Lace Big Bow,Sheer Ivory Lace / Harvest Orange,0
Sheer Lace Big Bow,Sheer Ivory Lace / Pale Pink,0
Sheer Lace Big Bow,Sheer Ivory Lace / Brown,0
Sheer Lace Big Bow,Sheer Ivory Lace / Leopard,0
Sheer Lace Big Bow,Sheer Navy Lace / White,0
Sheer Lace Big Bow,Sheer Ivory Lace / Mauve,0
Sheer Lace Little Bow,Sheer Black Lace / Harvest Orange,0
Sheer Lace Little Bow,Sheer Ivory Lace / Harvest Orange,0
Sheer Lace Little Bow,Sheer Ivory Lace / Black,0
Sheer Lace Little Bow,Sheer Ivory Lace / Burgundy,0
Sheer Lace Little Bow,Sheer Navy Lace / Harvest Orange,0
Sheer Lace Little Bow,Sheer Ivory Lace / Pale Pink,0
Sheer Lace Little Bow,Sheer Navy Lace / White,0
Sheer Lace Little Bow,Sheer Black Lace / Leopard,0
Sheer Lace Little Bow,Sheer Ivory Lace / Sage Green,0
Sheer Lace Little Bow,Sheer Black Lace / Stone,0
Sheer Lace Little Bow,Sheer Navy Lace / Mauve,0
Sheer Lace Little Bow,Sheer Navy Lace / Mustard,0
Sheer Lace Little Bow,Sheer Black Lace / White,0
Sheer Lace Little Bow,Sheer Navy Lace / Pale Pink,0
Sheer Lace Little Bow,Sheer Ivory Lace / Olive,0
Sheer Lace Little Bow,Sheer Black Lace / Pale Pink,0
Sheer Lace Little Bow,Sheer Ivory Lace / Leopard,0
Sheer Lace Little Bow,Sheer Ivory Lace / Mauve,0
Sheer Lace Little Bow,Sheer Ivory Lace / Mustard,0
Sheer Lace Little Bow,Sheer Navy Lace / Stone,0
Sheer Lace Little Bow,Sheer Black Lace / Teal,0
Sheer Lace Little Bow,Sheer Navy Lace / Leopard,0
Sheer Lace Little Bow,Sheer Black Lace / Burgundy,0
Sheer Lace Little Bow,Sheer Ivory Lace / Brown,0
Sheer Lace Little Bow,Sheer Navy Lace / Navy,0
Sheer Lace Little Bow,Sheer Ivory Lace / Dusty Blue,0
Silver Pleather,Mini Bow,1
Silver Pleather,Big Bow,1
Silver Pleather,Piggie Set (2 mini Bows),2
Skull Blossom,Big,0
Skull Blossom,Little,0
Skull Splatter,Big Bow,0
Smokey Roses,Big / Black Nylon,0
Smokey Roses,Little / Nude Nylon,0
Smokey Roses,Little / Clip,0
Smokey Roses,Big / Nude Nylon,0
Smokey Roses,Big / Clip,0
Snake Skin Aztec,Big Bow,2
Snake Skin Aztec,Little Bow,0
Snake Skin Topknot ,Baby,0
Snake Skin Topknot ,Kid,0
Snake Skin Topknot ,Toddler,0
Snow Leopard,Little / Black Nylon,0
Snow Leopard,Little / Nude Nylon,0
Snow Leopard,Big / Clip,0
Snow Leopard,Big / Nude Nylon,0
Snow Leopard,Mini / Clip,0
Snow Leopard,Mini / Nude Nylon,0
Snow Leopard,Big / Black Nylon,0
Snow Leopard,Little / Clip,0
Snow Leopard,Mini / Black Nylon,0
Soccer Balls,Big Bow,3
Soccer Balls,Little Bow,4
Soft Magnolias,Kid/Adult,0
Solids,Paprika / Big,0
Solids,Honey Mustard / Big,0
Solids,Fall Blue / Little,0
Solids,Mustard / Little,0
Solids,Fog / Big,0
Solids,Mustard / Big,0
Solids,Cinnamon / Big,0
Solids,Spice / Little,0
Solids,Teal / Little,0
Solids,Paprika / Little,0
Solids,Nude / Big,0
Solids,Pumpkin / Big,0
Solids,Burgundy / Little,0
Solids,Burgundy / Big,0
Solids,Fall Blue / Big,0
Solids,Pumpkin / Little,0
Solids,Nude / Little,0
Solids,Honey Mustard / Little,0
Solids,White / Big,0
Solids,Spice / Big,0
Solids,White / Little,0
Solids,Cinnamon / Little,0
Solids,Fog / Little,0
Solids,Teal / Big,0
Sparkle Floral ,Little Bow,0
Sparkle Floral ,Piggie Set (2 Mini Bows),1
Sparkly Pumpkins & Bats,Little,0
Sparkly Pumpkins & Bats,Big,0
Spell,Big,0
Spell,Little,0
Spider Stripes,Big,0
Spider Stripes,Little,0
Spooky Nightmare,Little,0
Spooky Nightmare,Big,0
Spooky Spiders,Little,0
Spooky Spiders,Big,0
Starburst Tie Dye,Big,0
Starburst Tie Dye,Little,0
Steeler Logo,Mini Bow,0
Steeler Logo,Piggie Set (2 Mini Bows),0
Steeler Nation,Big Bow,0
Steeler Nation,Little Bow,0
Subtle Floral,Big,0
Subtle Floral,Little,0
Sugar Skull,Little,0
Sugar Skull,Big,0
Sunflower Peace Signs ,Big,0
Sunflower Peace Signs ,Little,0
Sunflower Plaid ,Little,0
Sunflower Plaid ,Big,0
Sunflower Pumpkin,Little,0
Sunflower Pumpkin,Big,0
Sunset Leopard Serape,Big Bow / Nude Nylon,0
Sunset Leopard Serape,Big Bow / Clip,0
TEAL LEOPARD STRIPES,LITTLE BOW,0
TEAL LEOPARD STRIPES,BIG BOW,0
TOPKNOT PRINTS,Fawn,0
TOPKNOT PRINTS,Deer Floral,0
TOPKNOT PRINTS,Giraffe,0
TOPKNOT PRINTS,Cheetah,0
TOPKNOT PRINTS,Dragonfly,0
TOPKNOT PRINTS,Pink Feathers,0
TOPKNOT PRINTS,Pink Tie-Dye,0
TOPKNOT PRINTS,Yellow Paisley,0
TOPKNOT PRINTS,Butterfly Floral,0
TOPKNOT PRINTS,Orange Tie-Dye,0
TOPKNOT PRINTS,WildFlower,0
Tacos,Big Bow,1
Tacos,Little Bow,1
Tacos,Mini Bow,1
Tan Camouflage,Little Bow,2
Tan Plaid,Little Bow,0
Tan Plaid,Piggie Set (2 Mini Bows),0
Teal,Piggie Set (2 Mini Bows),0
Teal,Big Bow,1
Teal,Little Bow,2
Teal & Gold Leopard,Headwrap,0
Teal & Gold Leopard,Big Bow,0
Teal & Gold Leopard,Piggie Set (2 Mini Bows),0
Teal & Gold Leopard,Little Bow,0
Teal Blue Plaid,Little Bow,0
Teal Blue Plaid,Big Bow,0
Texan Stripes,Little,0
Texan Stripes,Big,0
"Thankful, Greatful, Blessed",Little Bow,0
"Thankful, Greatful, Blessed",Piggie Set (2 Mini Bows),0
Thanksgiving Doodle Floral,Piggie Set (2 Mini Bows),0
Thanksgiving Doodle Floral,Big Bow,0
Thanksgiving Floral,Big,0
Thanksgiving Floral,Little,0
Thanksgiving Plaid 1,Mini Bow,0
Thanksgiving Plaid 1,Piggie Set (2 Mini Bows),0
Thanksgiving Plaid 1,Big Bow,0
Thanksgiving Plaid 1,Headwrap,0
Thanksgiving Plaid 1,Little Bow,0
Thanksgiving Plaid 2,Piggie Set (2 Mini Bows),0
Thanksgiving Plaid 2,Little Bow,0
Thanksgiving Prints ,Thanksgiving Feast / Big Bow,0
Thanksgiving Prints ,Thanksgiving Feast / Little Bow,2
Thanksgiving Prints ,Turkey’s & Pumpkin’s / Piggie Set,1
Thanksgiving Prints ,Thanksgiving Feast / Piggie Set,1
Thanksgiving Prints ,Turkey’s & Pumpkin’s / Little Bow,0
Thanksgiving Prints ,Turkey’s & Pumpkin’s / Big Bow,0
There is a Snake in my Boot,Big / Nude Nylon,0
There is a Snake in my Boot,Little / Nude Nylon,0
There is a Snake in my Boot,Little / Black Nylon,0
There is a Snake in my Boot,Big / Black Nylon,0
There is a Snake in my Boot,Little / Clip,0
There is a Snake in my Boot,Big / Clip,0
Thicker Lace Big Bow,Mauve Lace / White,0
Thicker Lace Big Bow,Thick White Lace / Leopard,0
Thicker Lace Big Bow,Thick White Lace / Mustard,0
Thicker Lace Big Bow,Thick White Lace / Navy,0
Thicker Lace Big Bow,Thick White Lace / Brown,0
Thicker Lace Big Bow,Thick White Lace / Black,0
Thicker Lace Big Bow,Burgundy Lace / Leopard,0
Thicker Lace Big Bow,Thick White Lace / Emerald Green,0
Thicker Lace Big Bow,Thick White Lace / Dark Olive,0
Thicker Lace Little Bow,Mauve Lace / Leopard,0
Thicker Lace Little Bow,Mauve Lace / Mustard,0
Thicker Lace Little Bow,Thicker White Lace / Burgundy,0
Thicker Lace Little Bow,Mauve Lace / Harvest Orange,0
Thicker Lace Little Bow,Mauve Lace / Black,0
Thicker Lace Little Bow,Mauve Lace / Brown,0
Thicker Lace Little Bow,Burgundy Lace / Brown,0
Thicker Lace Little Bow,Mauve Lace / Teal,0
Thicker Lace Little Bow,Thicker White Lace / Sage Green,0
Thicker Lace Little Bow,Thicker White Lace / White,0
Thicker Lace Little Bow,Thicker White Lace / Eggplant,0
Thicker Lace Little Bow,Thicker White Lace / Black,0
Thicker Lace Little Bow,Burgundy Lace / Leopard,0
Thicker Lace Little Bow,Thicker White Lace / Leopard,0
Thicker Lace Little Bow,Thicker White Lace / Pale Pink,0
Thicker Lace Little Bow,Thicker White Lace / Emerald Green,0
Thicker Lace Little Bow,Burgundy Lace / Burgundy,0
Thicker Lace Little Bow,Burgundy Lace / Dark Olive,0
Thin Stripes,Mint Stripes (RIGHT PRINT) / Big Bow,0
Thin Stripes,Mint Stripes (RIGHT PRINT) / Piggie Set (2 Mini Bows),0
Thin Stripes,Moody Stripes (MIDDLE PRINT) / Little Bow,0
Thin Stripes,Blueberry Sherbet Stripes (LEFT PRINT) / Big Bow,0
Thin Stripes,Mint Stripes (RIGHT PRINT) / Little Bow,0
Thin Stripes,Moody Stripes (MIDDLE PRINT) / Piggie Set (2 Mini Bows),0
Thin Stripes,Moody Stripes (MIDDLE PRINT) / Big Bow,0
Thin Stripes,Blueberry Sherbet Stripes (LEFT PRINT) / Little Bow,0
Thin Stripes,Blueberry Sherbet Stripes (LEFT PRINT) / Piggie Set (2 Mini Bows),0
Tiger Print,Big,0
Tiger Print,Little,0
Topknot Mystery Grab Bag,Baby,0
Topknot Mystery Grab Bag,Kid,0
Topknot Mystery Grab Bag,Toddler,1
Tractor ,Big / Clip,0
Tractor ,Big / Nude Nylon,0
Tractor ,Little / Nude Nylon,0
Tractor ,Little / Black Nylon,0
Tractor ,Little / Clip,0
Tractor ,Big / Black Nylon,0
Tribal TOPKNOT,Baby,1
Tribal TOPKNOT,Toddler,1
Tropical Brush Strokes,Little Bow,0
Tropical Brush Strokes,Big Bow,0
Turquoise Stone,Big,0
Turquoise Stone,Little,0
Turtles,Big bow / Clip,0
Turtles,Little bow / Black nylon,0
Turtles,Little bow / Clip,0
Turtles,Big bow / Nude nylon,0
VELVET COLLECTION 1-16,15.) LIME / TOPKNOT,0
VELVET COLLECTION 1-16,9.) CINNAMON / TOPKNOT,0
VELVET COLLECTION 1-16,1.) WHITE / TOPKNOT,0
VELVET COLLECTION 1-16,14.) NAVY BLUE / PIGGIE SET,0
VELVET COLLECTION 1-16,14.) NAVY BLUE / LITTLE BOW,0
VELVET COLLECTION 1-16,9.) CINNAMON / LITTLE BOW,0
VELVET COLLECTION 1-16,2.) FUCHSIA / PIGGIE SET,0
VELVET COLLECTION 1-16,8.) OCEAN BLUE / BIG BOW,0
VELVET COLLECTION 1-16,13.) ORANGE / BIG BOW,0
VELVET COLLECTION 1-16,11.) RED / TOPKNOT,0
VELVET COLLECTION 1-16,3.) RUST / HEADWRAP,0
VELVET COLLECTION 1-16,4.) LILAC / TOPKNOT,0
VELVET COLLECTION 1-16,4.) LILAC / HEADWRAP,0
VELVET COLLECTION 1-16,7.) BLUSH / TOPKNOT,0
VELVET COLLECTION 1-16,12.) BLACK / LITTLE BOW,0
VELVET COLLECTION 1-16,2.) FUCHSIA / TOPKNOT,0
VELVET COLLECTION 1-16,13.) ORANGE / MINI BOW,0
VELVET COLLECTION 1-16,16.) JEWEL PURPLE / LITTLE BOW,0
VELVET COLLECTION 1-16,12.) BLACK / PIGGIE SET,0
VELVET COLLECTION 1-16,9.) CINNAMON / PIGGIE SET,0
VELVET COLLECTION 1-16,16.) JEWEL PURPLE / TOPKNOT,0
VELVET COLLECTION 1-16,7.) BLUSH / LITTLE BOW,0
VELVET COLLECTION 1-16,10.) MAUVE / HEADWRAP,0
VELVET COLLECTION 1-16,15.) LIME / BIG BOW,0
VELVET COLLECTION 1-16,9.) CINNAMON / BIG BOW,0
VELVET COLLECTION 1-16,6.) FLAG GREEN / PIGGIE SET,0
VELVET COLLECTION 1-16,8.) OCEAN BLUE / TOPKNOT,0
VELVET COLLECTION 1-16,1.) WHITE / BIG BOW,0
VELVET COLLECTION 1-16,2.) FUCHSIA / MINI BOW,0
VELVET COLLECTION 1-16,11.) RED / PIGGIE SET,0
VELVET COLLECTION 1-16,14.) NAVY BLUE / TOPKNOT,0
VELVET COLLECTION 1-16,1.) WHITE / PIGGIE SET,0
VELVET COLLECTION 1-16,9.) CINNAMON / HEADWRAP,0
VELVET COLLECTION 1-16,8.) OCEAN BLUE / LITTLE BOW,0
VELVET COLLECTION 1-16,12.) BLACK / TOPKNOT,0
VELVET COLLECTION 1-16,3.) RUST / PIGGIE SET,0
VELVET COLLECTION 1-16,3.) RUST / BIG BOW,0
VELVET COLLECTION 1-16,2.) FUCHSIA / HEADWRAP,0
VELVET COLLECTION 1-16,12.) BLACK / MINI BOW,0
VELVET COLLECTION 1-16,16.) JEWEL PURPLE / BIG BOW,0
VELVET COLLECTION 1-16,16.) JEWEL PURPLE / PIGGIE SET,0
VELVET COLLECTION 1-16,10.) MAUVE / TOPKNOT,0
VELVET COLLECTION 1-16,2.) FUCHSIA / BIG BOW,0
VELVET COLLECTION 1-16,14.) NAVY BLUE / BIG BOW,0
VELVET COLLECTION 1-16,4.) LILAC / BIG BOW,0
VELVET COLLECTION 1-16,12.) BLACK / HEADWRAP,0
VELVET COLLECTION 1-16,1.) WHITE / LITTLE BOW,0
VELVET COLLECTION 1-16,6.) FLAG GREEN / BIG BOW,0
VELVET COLLECTION 1-16,13.) ORANGE / TOPKNOT,0
VELVET COLLECTION 1-16,8.) OCEAN BLUE / PIGGIE SET,0
VELVET COLLECTION 1-16,1.) WHITE / HEADWRAP,0
VELVET COLLECTION 1-16,7.) BLUSH / PIGGIE SET,0
VELVET COLLECTION 1-16,12.) BLACK / BIG BOW,0
VELVET COLLECTION 17-32,22.) ROYAL BLUE / TOPKNOT,0
VELVET COLLECTION 17-32,23.)TAUPE / LITTLE BOW,0
VELVET COLLECTION 17-32,19.) SILVER / MINI BOW,0
VELVET COLLECTION 17-32,23.)TAUPE / TOPKNOT,0
VELVET COLLECTION 17-32,25.) PLUM / HEADWRAP,0
VELVET COLLECTION 17-32,30.) OLIVE / LITTLE BOW,0
VELVET COLLECTION 17-32,25.) PLUM / LITTLE BOW,0
VELVET COLLECTION 17-32,17.) TURQUOISE / TOPKNOT,0
VELVET COLLECTION 17-32,29.)YELLOW / BIG BOW,0
VELVET COLLECTION 17-32,19.) SILVER / TOPKNOT,0
VELVET COLLECTION 17-32,24.) CORAL / PIGGIE SET,0
VELVET COLLECTION 17-32,29.)YELLOW / TOPKNOT,0
VELVET COLLECTION 17-32,30.) OLIVE / TOPKNOT,0
VELVET COLLECTION 17-32,26.)CHAMPAGNE / MINI BOW,0
VELVET COLLECTION 17-32,20.) GOLD / HEADWRAP,0
VELVET COLLECTION 17-32,20.) GOLD / MINI BOW,0
VELVET COLLECTION 17-32,18.) CRANBERRY / BIG BOW,0
VELVET COLLECTION 17-32,24.) CORAL / LITTLE BOW,0
VELVET COLLECTION 17-32,26.)CHAMPAGNE / LITTLE BOW,0
VELVET COLLECTION 17-32,31.)WINE / PIGGIE SET,0
VELVET COLLECTION 17-32,28.) BABY BLUE / LITTLE BOW,0
VELVET COLLECTION 17-32,29.)YELLOW / PIGGIE SET,0
VELVET COLLECTION 17-32,32.) BRIGHT RED / LITTLE BOW,0
VELVET COLLECTION 17-32,27.)EGGPLANT / HEADWRAP,0
VELVET COLLECTION 17-32,27.)EGGPLANT / TOPKNOT,0
VELVET COLLECTION 17-32,30.) OLIVE / HEADWRAP,0
VELVET COLLECTION 17-32,20.) GOLD / PIGGIE SET,0
VELVET COLLECTION 17-32,26.)CHAMPAGNE / PIGGIE SET,0
VELVET COLLECTION 17-32,21.) PINK / TOPKNOT,0
VELVET COLLECTION 17-32,24.) CORAL / BIG BOW,0
VELVET COLLECTION 17-32,32.) BRIGHT RED / MINI BOW,0
VELVET COLLECTION 17-32,22.) ROYAL BLUE / PIGGIE SET,0
VELVET COLLECTION 17-32,32.) BRIGHT RED / BIG BOW,0
VELVET COLLECTION 17-32,30.) OLIVE / BIG BOW,0
VELVET COLLECTION 17-32,31.)WINE / HEADWRAP,0
VELVET COLLECTION 17-32,17.) TURQUOISE / BIG BOW,0
VELVET COLLECTION 17-32,26.)CHAMPAGNE / HEADWRAP,0
VELVET COLLECTION 17-32,32.) BRIGHT RED / HEADWRAP,0
VELVET COLLECTION 17-32,23.)TAUPE / HEADWRAP,0
VELVET COLLECTION 17-32,18.) CRANBERRY / LITTLE BOW,0
VELVET COLLECTION 17-32,18.) CRANBERRY / TOPKNOT,0
VELVET COLLECTION 17-32,28.) BABY BLUE / TOPKNOT,0
VELVET COLLECTION 17-32,18.) CRANBERRY / HEADWRAP,0
VELVET COLLECTION 17-32,31.)WINE / TOPKNOT,0
VELVET COLLECTION 17-32,32.) BRIGHT RED / TOPKNOT,0
VELVET COLLECTION 17-32,31.)WINE / MINI BOW,0
VELVET COLLECTION 17-32,19.) SILVER / PIGGIE SET,0
VELVET COLLECTION 17-32,20.) GOLD / LITTLE BOW,0
VELVET COLLECTION 17-32,25.) PLUM / TOPKNOT,0
VELVET COLLECTION 17-32,21.) PINK / PIGGIE SET,0
VELVET COLLECTION 17-32,26.)CHAMPAGNE / TOPKNOT,0
VELVET COLLECTION 17-32,30.) OLIVE / MINI BOW,0
VELVET COLLECTION 17-32,31.)WINE / LITTLE BOW,0
VELVET COLLECTION 32-42,41.) LEOPARD / HEADWRAP,0
VELVET COLLECTION 32-42,36.) EMERALD / HEADWRAP,0
VELVET COLLECTION 32-42,40.) MINT / HEADWRAP,0
VELVET COLLECTION 32-42,35.) PURPLE / PIGGIE SET,0
VELVET COLLECTION 32-42,42.) SWIRL / TOPKNOT,0
VELVET COLLECTION 32-42,33.) HOT PINK / BIG BOW,0
VELVET COLLECTION 32-42,42.) SWIRL / LITTLE BOW,0
VELVET COLLECTION 32-42,38.) CHARCOAL / BIG BOW,0
VELVET COLLECTION 32-42,35.) PURPLE / TOPKNOT,0
VELVET COLLECTION 32-42,39.) JADE / BIG BOW,0
VELVET COLLECTION 32-42,41.) LEOPARD / MINI BOW,0
VELVET COLLECTION 32-42,38.) CHARCOAL / LITTLE BOW,0
VELVET COLLECTION 32-42,42.) SWIRL / PIGGIE SET,0
VELVET COLLECTION 32-42,37.) LIGHT MAUVE / MINI BOW,0
VELVET COLLECTION 32-42,42.) SWIRL / BIG BOW,0
VELVET COLLECTION 32-42,39.) JADE / LITTLE BOW,0
VELVET COLLECTION 32-42,38.) CHARCOAL / MINI BOW,0
VELVET COLLECTION 32-42,37.) LIGHT MAUVE / LITTLE BOW,0
VELVET COLLECTION 32-42,33.) HOT PINK / TOPKNOT,0
VELVET COLLECTION 32-42,38.) CHARCOAL / HEADWRAP,0
VELVET COLLECTION 32-42,37.) LIGHT MAUVE / BIG BOW,0
VELVET COLLECTION 32-42,34.) TEAL / TOPKNOT,0
VELVET COLLECTION 32-42,34.) TEAL / LITTLE BOW,0
VELVET COLLECTION 32-42,37.) LIGHT MAUVE / TOPKNOT,0
VELVET COLLECTION 32-42,33.) HOT PINK / PIGGIE SET,0
VELVET COLLECTION 32-42,39.) JADE / PIGGIE SET,0
VELVET COLLECTION 32-42,41.) LEOPARD / LITTLE BOW,0
VELVET COLLECTION 32-42,41.) LEOPARD / BIG BOW,0
VELVET COLLECTION 32-42,41.) LEOPARD / TOPKNOT,0
VELVET COLLECTION 32-42,35.) PURPLE / BIG BOW,0
VELVET COLLECTION 32-42,41.) LEOPARD / PIGGIE SET,0
VINTAGE CHRISTMAS,LITTLE BOW,0
VINTAGE CHRISTMAS RAINBOWS,LITTLE BOW,0
VINTAGE CHRISTMAS RAINBOWS,PIGGIE SET (2 MINI BOWS),0
VINTAGE CHRISTMAS RAINBOWS,BIG BOW,0
VINTAGE CHRISTMAS STRIPES,PIGGIE SET (2 MINI BOWS),0
VINTAGE CHRISTMAS STRIPES,BIG BOW,0
VINTAGE DEER,LITTLE BOW,0
VINTAGE DEER,BIG BOW,0
VINTAGE MISTLETOE,BIG BOW,0
VINTAGE MISTLETOE,LITTLE BOW,0
VINTAGE WRAPPING PAPER,BIG BOW,0
VINTAGE WRAPPING PAPER,LITTLE BOW,0
VINTAGE WRAPPING PAPER,PIGGIE SET (2 MINI BOWS),0
Venti Floral,Mini Bow / Clip,0
Venti Floral,Big Bow / Clip,0
Venti Floral,Big Bow / Nude Nylon,0
Venti Floral,Big Bow / Black Nylon,0
Venti Floral,Little Bow / Nude Nylon,0
Venti Floral,Little Bow / Clip,0
Venti Floral,Little Bow / Black Nylon,0
Venti Floral ,Little Bow,0
Venti Floral ,Piggie Set (2 Mini Bows),0
Venti Floral ,Big Bow,0
Vibrant Floral,Little,0
Vibrant Floral,Mini,0
Vibrant Floral,Big,0
Vintage Chickens,Big Bow,2
Vintage Chickens,Headwrap,4
Vintage Chickens,Little Bow,1
WESTERN BOOTS,LITTLE BOW,0
WESTERN BOOTS,BIG BOW,0
WESTERN PRINT,Big Bow,0
WESTERN PRINT,Little Bow,0
WESTERN PRINT,Headwrap,0
WESTERN PRINT,Piggie Set (2 Mini Bows),0
WHITE CHRISTMAS MOVIE ,BIG BOW,0
WHITE CHRISTMAS MOVIE ,LITTLE BOW,0
WILD LEOPARD,Baby,0
WINTER BRUSH STROKES,BIG BOW,0
WINTER BRUSH STROKES,PIGGIE SET (2 MINI BOWS),0
WINTER BRUSH STROKES,LITTLE BOW,0
WINTER FLORAL,BIG BOW,0
WINTER FLORAL,LITTLE BOW,0
WINTER FLORAL,PIGGIE SET (2 MINI BOWS),0
Watercolor Christmas Floral,Big Bow / Nude Nylon,0
Watercolor Christmas Floral,Big Bow / Clip,0
Watercolor Christmas Floral,Little Bow / Clip,0
Watercolor Christmas Floral,Little Bow / Nude Nylon,0
Watercolor Leopard,Little,0
Watercolor Leopard,Big,0
Watercolor Print,Little,0
Watercolor Print,Big,0
Watercolor floral TOPKNOT,Kid/Mommy,0
Watercolor floral TOPKNOT,Toddler,0
Watercolor floral TOPKNOT,Baby,1
Watermelon Plaid,Big Bow,0
Watermelon Plaid,Little Bow,0
"Well, Momma Tried ADULT",Medium,0
"Well, Momma Tried TODDLER/KID",Default Title,0
Western Leopard Stripes,Little Bow,0
Western Leopard Stripes,Big Bow,0
Western Leopard Stripes,Mini Bow,0
Western Print,Headwrap,5
Western Print,Big Bow,1
Western Print,Little Bow,2
Western Stripes,Little Bow,0
Western Stripes,Headwrap,0
White,Little Bow,3
White,Piggie Set (2 Mini Bows),1
White,Big Bow,2
White,Headwrap,1
White Aztec,Big Bow,0
White Broncos ,Little Bow,0
White Broncos ,Big Bow,0
White Leopard,Big Bow,1
White Leopard,Headwrap,3
White Neon Leopard,Little / Clip,0
White Neon Leopard,Mini / Black Nylon,0
White Neon Leopard,Big / Nude Nylon,0
White Pleather,Little Bow,1
White Pleather,Headwrap,1
White Pleather,Piggie Set (2 mini Bows),1
White Pleather,Big Bow,1
White Watercolor Floral,Little / Nude Nylon,0
White Watercolor Floral,Mini / Black Nylon,0
White Watercolor Floral,Little / Clip,0
White Watercolor Floral,Big / Nude Nylon,0
White Watercolor Floral,Big / Black Nylon,0
White Watercolor Floral,Big / Clip,0
White Watercolor Floral,Mini / Nude Nylon,0
Wild Floral,Little,0
Wild Floral,Big,0
Wild Flower,Little,0
Wild Flower,Big,0
Wild Leopard Brush Strokes,Big Bow,0
Wild Leopard Brush Strokes,Little Bow,0
Wish,Big,0
Wish,Mini,0
